,G_0,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,G_19,G_20,G_21,G_22,G_23,G_24,G_25,G_26,G_27,G_28,G_29,G_30,G_31,G_32,G_33,G_34,G_35,G_36,G_37,G_38,G_39,G_40,G_41,G_42,G_43,G_44,G_45,G_46,G_47,G_48,G_49,Grupo
PAC_75510_10,7.062464337475069,8.516411346326965,6.137743394769015,7.513566628709168,6.33896865178802,8.744500566726918,3.6748954110577605,7.223435182526362,6.550352727942803,8.0659387798007,8.003634613629071,4.267696994355406,5.630345716464376,10.296378176047615,8.130144644536545,8.235586941110137,5.45229031662833,6.450292785071279,6.314834828393759,7.434276292575831,9.120922590241975,7.178758284738585,6.0515599589576645,1.795976467493479,8.2809221119364,6.516213969112475,5.252338471729647,5.305171791989956,5.323181177685842,8.309092025602398,7.9403976352542385,5.884387367080138,5.988994334753879,3.3714850991617396,2.716291176492309,5.81230570272436,4.558360568095107,7.570208372914433,6.82016076153881,7.455001551949396,10.579341560516095,6.700681230929871,9.445423271410773,9.019988896541749,3.453919312960271,8.581631659575061,6.333017386625581,4.173423253672333,9.050248397322772,6.881853710736835,0
PAC_44911_11,4.04065396185075,8.457933903032485,6.248479812479157,6.30953829715755,9.365551970703153,9.808430098605232,6.173899533245499,5.841293352343058,5.666673143822724,7.553807159610926,10.502023311913323,8.408680953417594,5.357175957137412,9.086668866776742,6.370570871457439,8.511112173003841,7.402095521491729,7.135429967478608,3.623747338546372,7.52241739389077,5.770713123922538,6.088852807996893,8.443355619217755,4.834555794638465,6.3945814167437405,5.8864715586199035,8.11146028758549,6.0882321717820735,0.6360669989886203,5.448295393070207,10.827601498461107,7.9213417077260555,7.605400036763601,3.215252926791616,3.159936358122584,8.195637570760532,6.533907545369928,7.087386123662771,8.773983507628362,9.111201506662015,8.474878266721948,7.667324381856277,8.900748595180755,8.48194488475508,6.435191162392698,11.287517812953288,6.112427650312308,5.35526037830121,7.268941178573177,6.730029430696031,0
PAC_69031_12,3.680702063921445,8.900066750433005,7.200829801579228,7.229459948931726,7.960769964424102,7.777498846818851,7.028715293534719,4.911633421571597,7.118676818096307,8.038440062484739,8.441357281004422,5.104459604535486,8.723049565359036,9.154023190384862,7.270331268135886,7.60861645994475,7.396454315837251,5.710902081427228,7.167579682533212,5.161175264714087,7.9398671628270625,9.252461454318537,6.606605539501364,5.916170537808328,6.906628221578546,6.244051478792774,5.098182672797536,8.36169105434725,6.0285342477386195,7.1642528028742225,9.220022917863213,6.3794320244396,6.5960698222685,1.4706718437191881,6.735123580297643,9.076958036249675,3.608097632077526,6.17563706505954,4.927818881175857,8.315248545556956,8.743468485106634,7.858214223664304,9.408343554331482,8.801178273617829,5.011970487638755,6.315310553024142,7.00814071791856,5.52244440899703,5.619954777414781,8.527012214631895,0
PAC_98726_13,9.35332586589963,13.344325783488827,13.497473224445574,11.717243293564163,12.115446020361215,12.334124191532455,8.512302475108287,11.443535746600665,11.32627169134515,12.673716269826105,11.710671598322964,11.900956335670283,11.688382243433296,13.144236133283178,11.375961418392842,12.901628365856752,11.654380192038246,10.68768654491699,8.922951086815273,13.89658703427679,7.851123671611588,7.519806922609401,7.517293654594661,6.570460998026958,5.43796643906826,6.569172861373522,6.049128681556291,8.327365228602062,6.456927033160308,8.28573008831025,7.308010709239315,7.43654594370531,7.526569556111546,4.881384985570123,4.740722960720956,8.470360769904195,7.130277654228263,5.993483397891644,3.5841712311996323,7.7412375863474185,3.476971028504142,1.9502539687057538,1.3650144860698235,2.068609361733439,0.8320361837363345,-0.35861953111300915,4.611453029548173,0.8690066887901078,3.12651666224781,2.682659194101603,1
PAC_17357_14,6.632576156055642,8.432294072741996,5.842503249794867,6.604366067411761,8.373175713841691,7.325074469755229,7.268050202039482,5.8693432204491005,8.075321823292288,7.965840028639818,7.820057255665835,6.722126549252456,7.588114478484837,9.854522811409305,7.546858049662687,8.53283585416993,5.869549435539755,6.089561473664143,7.236785632165256,8.112898780375438,6.579968638234313,8.382147409004865,7.569787278714382,5.217435357481078,5.840312306575705,5.284723386642438,6.3843843306502075,7.262687465940566,4.031484199613512,7.915434668359106,7.299601171253229,9.07939203392489,6.494880733579029,5.351848335593915,5.370550975439477,6.55335555733147,9.898721580535966,6.061197989013048,8.93496138938138,7.099076440080093,8.437868502527472,7.501788458146035,8.469233440852129,7.47551967438394,4.964670851707675,7.695737476584674,11.224680258756791,4.804387989180923,8.991580846763895,8.614557807915672,0
PAC_42479_15,11.094341306381033,14.04633744932864,11.490823946120429,11.89627378194166,12.162346661139535,10.156046287515503,13.615879507734064,10.433187816190374,15.188700278772313,12.45861206096759,13.148311524343246,10.411245582991931,12.322446464741528,13.411805299061689,11.442107796170507,13.535134134094394,11.359047139291523,8.68054639976378,11.397266278607216,10.612575381900966,8.324266294713171,10.324469286151844,6.2821052106254776,9.05991834215786,7.811629892151056,4.542334405937752,8.961609939971044,5.997505518710661,6.2144091846355956,6.589787371801722,9.676537090895009,9.291762615680389,7.417338982883896,5.83295165845559,5.208889908297368,4.9294610495896904,4.191216297429399,8.95826999309823,3.84982560295849,7.509568906672044,3.604425367199795,2.0655383533207754,2.416878720117527,3.492959896735555,1.7674396295685468,1.3053231561909926,-0.15032151130882587,-0.3745740217716601,2.0182156675406198,2.3968166981689074,1
PAC_71476_16,9.120359395502792,14.166630541149551,12.782320531344713,12.982255485134486,15.503211378641165,14.553443881981789,7.4526008866860725,12.68269637085015,13.89590087127306,12.515797495740847,13.410018177315118,10.556437240337749,12.459712354133863,12.048158850917075,10.733154987829352,13.626655163616977,12.947379794826576,11.092575292244119,9.594885247592298,9.132870994324314,7.506320037653302,9.489796253739705,6.382873813702871,6.673053847028183,7.096618795922816,5.2737597837253904,7.3669186733532035,6.972697197606439,9.485083271388177,3.150905454888319,7.469771976244542,5.768213975041052,6.838981887231671,5.549849013733257,8.076948760056675,10.3201468359207,5.006792003222958,6.696775878617813,7.463944165476703,7.491877684900781,4.352040702995683,0.6717683922068607,4.913080740269126,2.6261967125207057,0.7038659411968127,4.602214486511407,3.7879789732181335,-0.16390448053582443,3.549136297266896,2.487730135009271,1
PAC_54811_17,12.161325574001705,14.343981992714163,11.558545560122488,12.14306459517277,14.16856172246944,10.560041914033262,12.740599833026295,12.605130819209734,14.387422516620134,12.222826522952465,9.94287267315239,13.07780976659736,10.472368527274371,14.255197875915238,14.084636069999243,12.374491032289443,11.453384044975842,11.025570112137295,7.854678338385723,11.205156718224874,7.769986485170404,7.9060669698576875,7.9703131580808915,12.196947089493875,7.401688024671165,4.257215355502116,8.981834665096283,5.495704463454718,4.395387289318066,5.921323043658194,7.973897444195428,6.213931810007287,6.665114959483235,5.93142417065494,7.242920929265427,7.6656350177892705,5.3250517412627625,7.995349970165176,5.660740728936743,6.383394551369056,2.3286532152441026,0.991020713908688,2.5475554093190196,2.8169876642624314,-0.838531647926021,2.070485308931101,5.739904966776414,0.6810708018290821,2.6396097379089567,2.7294205590838327,1
PAC_46208_18,3.333381829852605,8.595143981793647,6.3738472741484244,6.94509313330374,8.02498725712976,6.348636497672511,5.906694974807228,5.268146297417298,9.036982651630305,8.36415639343126,6.839701976418336,6.411751072553222,6.96516139889098,7.760792163742076,9.480560038754689,8.304194783892846,7.24734823355069,6.582258963722569,4.0902153560887875,9.025500072323238,7.871083873901009,10.281072977124682,6.586734971805972,9.327193947755411,7.725451514786888,10.169175122643175,6.831085968174857,7.508274351050783,5.037542617253317,6.034465315781075,9.702347368776799,9.316412042243204,8.743919972063486,5.21427871271075,4.224543053716939,8.610632580294212,4.472065515010723,7.418671064236725,6.221714065462026,8.832231406728004,9.232430510341308,7.088461469274745,9.253489434023658,8.493015322334282,3.113563697119784,6.770753188728855,4.583359010097161,7.020664323304183,7.778743703856823,8.61398429048394,0
PAC_30150_19,9.962702504519797,14.292399593262603,12.593940792260028,12.836728291980233,12.639234007939175,9.393262323059371,12.438871715351311,11.448058360657976,11.480684580887175,12.836844221364963,15.755496915094154,11.126958592087208,10.338160067536487,13.977358320550941,13.577404815614557,15.063488877240777,12.519380585100638,8.897514930533777,13.47854491033745,12.332745871546015,6.797559096094418,6.426792262698888,8.36138678750461,7.190879332047176,7.665169296786875,8.4176025380012,6.310611306924537,8.811861723632646,5.958402243789742,10.665204395685933,9.664104986111235,5.679521817771785,5.281864527504917,6.962972081999925,5.067314025252383,7.313469639168698,7.327039979168598,7.989931620041226,9.290951609648843,6.991237771684544,2.5598154022446296,2.2145507795684938,3.95043273257073,2.6192966768603276,-0.717908183482341,5.694142732126041,3.565564978151693,-2.619906944934344,1.948608424308388,1.8123483212641873,1
PAC_81180_20,1.9263977345773542,8.188112458137025,7.6606679086584935,7.100215094436728,9.003848898848233,5.334389189156578,8.036627244371646,6.804977482571848,7.868665399529593,7.564805640580897,7.88959617456957,6.633410494728958,4.189143550922366,8.790561389762923,6.664912421752921,8.949545162833816,4.54075347796072,5.968455685335407,3.0989161751615537,7.849961390015263,8.16391308461963,8.311732340974741,8.311566643462982,4.250023142173115,8.48221863638728,4.518450867671365,5.403827250414201,6.973032308338483,3.1261981871104205,7.381529308077613,8.019211701233809,9.501600252275963,7.137160404297151,2.7128250557166123,4.367497961527411,8.27858009344307,7.448959762559656,8.261500982578877,9.274589628220035,8.432389338377876,8.427395652548576,8.076533490435557,8.240500194504385,8.145363992598119,4.8911832909924895,7.4216479428858175,7.281202693891084,4.0764018564583395,7.729628266178588,6.584901503001094,0
PAC_53286_21,7.637215241868596,13.58466432898897,9.213550681697361,11.5945022448598,11.995385766481217,12.305691922816365,10.169778011327987,11.95780490004267,15.21989709078922,12.300882528424872,15.033713375468615,10.928971394612468,11.816727054834615,14.563155335047854,15.385307620011472,12.479539583062197,9.991584965159523,12.694935409711356,8.653313825983293,11.810295709378078,6.481851675960069,7.795446899591249,5.484419877857102,8.057752006703767,7.382032528864304,4.571278742146831,8.473708721454175,7.564887848126799,3.573868365980916,8.525808326923585,8.870652526689994,9.780273068712408,6.772942658425124,3.8720251733796953,5.323424245007574,8.682839337616649,5.010328866016195,6.132352457492403,6.720638818153724,7.0250579716679615,2.3387187806497893,2.7066912962030463,3.5936155156692386,2.006086863377606,-0.35916468665545664,4.463310406742827,2.035892313341451,-0.9130337534243604,3.6083589928871276,3.32646891164266,1
PAC_78450_22,11.003475281030752,13.0275733159158,11.575718631794054,11.707433728738106,16.892392859865843,13.804181037029837,10.891103091982117,11.550722853061576,14.81342380592497,12.932584481799182,11.715802315840431,13.273578262934716,11.315903701449587,12.387286612384559,10.080314924998602,14.377254531502121,11.97787367674822,9.834001441963226,9.684075152090497,13.59552267061092,7.4111880378931545,5.724076162232363,7.485476392301993,9.111412154099854,8.518369666238602,4.80923592217262,8.802500300137877,7.517701724958395,9.1218168285727,7.930884705124472,5.5991060741925835,10.411996220525022,6.722900775285759,6.514709549751622,3.6051940249973913,8.256689930539238,7.834615840434481,9.174238845140081,9.605153562873166,9.287195813194367,3.5302935327163256,2.9938124771239956,3.0894860558046875,2.877471810046722,0.06208679923379428,3.7000172304098835,3.2470780498892067,-1.2038428106181054,4.1333669200242396,1.2781147124050414,1
PAC_31352_23,10.495112256833332,11.904046191812895,8.838848507593902,11.79748735322476,12.999195278551568,13.138355141603412,9.242470490546273,11.163770250484976,12.321363899740577,12.534913461704864,13.775560131869799,12.309936148763699,12.3564131285477,13.954731191284806,14.897739015391677,13.522651647877431,11.339629095326817,11.774168996199446,7.269478935096673,12.545117632279553,8.101773014762664,8.725479201521305,6.353681085534061,4.712552150274241,6.44982142899886,6.102197485943119,5.9360272703646935,9.265256916859876,2.145457521146474,6.388411654553191,8.727866664432307,8.21286224597759,6.051563475008335,7.591286594391528,3.5301384634387762,6.727517413148059,7.10779682775713,8.028057027946048,4.618164923224517,12.063502090100917,1.5521396057608676,3.540298655278562,3.146497282316083,3.342970904685616,2.113147157606413,-0.6899080114256186,4.505161591111057,0.45847791786736214,5.7826699030060835,1.5597804482815518,1
PAC_65069_24,4.609623502487467,8.869017234961504,5.989398544528181,7.000867781431634,8.462741697940956,8.650255522580784,5.313559106323214,7.062989050261137,2.889985530405726,9.777574832186284,6.354528214781028,7.636885286620222,5.215409163364775,9.74678374571804,7.284616961273648,7.38020882165263,7.947586421001998,5.419416450454948,6.028883859606867,5.96188469296053,7.707141391015732,12.28131479180944,8.578674024342481,7.327149131846296,6.814532352736582,6.0346051020357105,7.513314895276472,7.782860326144539,4.956522432245266,8.093743281114447,6.427321445608765,10.206844143625528,6.15166753631858,5.973688516952231,7.146713602691615,7.175296939952928,6.685513695503007,8.53383035752203,8.118523639671254,9.023384405641924,6.16451408905943,6.511527504622398,9.346939938437165,8.279387767376607,6.103295135927283,9.62378674916439,9.36109506710699,4.542949829081616,8.213423150155238,6.589427318125914,0
PAC_24397_25,2.58640071418818,7.473992179042389,5.632832067857215,7.902839552620436,6.136055983945732,7.181014119480624,3.2229800145928436,5.653813189201437,7.40724950358319,7.55594715021708,8.873461832872895,9.269565248651364,3.326352638827578,7.919847550974561,6.973653062393142,9.007913148765805,6.374391564129039,5.6175212239430925,3.0968923362767327,5.021748880866152,9.37143848308964,5.012580797971301,10.921903228515863,8.154241510827042,8.023957353010973,7.027621484321605,6.971644233570719,7.718731764048314,6.551908202927356,7.895442416734582,8.451651245206362,5.626093108535969,6.083026008707769,3.500171233690972,7.095092279620932,6.65427672154161,3.289879495252577,7.2042722182797565,9.808086022628238,9.577809297894735,7.359771981917515,6.053696872850163,8.379019681132338,7.765642836624714,4.148526305156384,9.467195194822533,10.29411930076381,5.072492441462994,8.29034868245714,6.6553244452975395,0
PAC_51555_26,7.561460832429987,8.519926433898764,6.001188194021143,7.032660165613763,8.920110142828744,8.041394672570677,7.728962407276562,6.47663052464469,6.50476542554853,8.228510325567168,8.115484573990159,5.182256761162632,8.22475911934337,8.445781209264208,6.495301093876502,8.66462346025719,7.61187739891925,4.680959165925677,6.468840299251038,6.506617903172925,9.793285173584518,6.903841460693339,7.337291496410382,5.168668974125742,9.676732002307649,3.4828731260099453,7.90646438084697,6.453985069137089,6.255010313442687,7.724306002670098,10.863943656771756,10.193128742035567,5.620735362317475,5.917924635626792,7.831670964567925,5.13022891279219,6.645995959727776,6.693467342091714,7.852029673388196,7.525751032283616,6.4398990330512955,5.8249568279875055,9.289139335555248,8.655690951515592,5.619095444907042,7.452832305357792,4.480754266093191,5.44589276878681,5.863338788588987,6.8181314975983085,0
PAC_56959_27,3.8721896367704103,8.438316538047768,5.784556959386897,7.014992314116588,7.416105014605877,9.133812497725284,7.413292006819706,6.246538960489065,7.990023329396103,9.276868021701635,5.967246405700331,5.27310181260504,7.56978407119105,11.539327683341233,6.516503308493192,9.558212868540224,6.941605505231418,4.708392367997069,3.382616490714514,8.323651904250003,6.710470594751513,8.631010886241981,9.643345672652567,6.110073176341457,8.703223553372723,3.528377560383685,6.633321291619811,5.699584844855368,7.022552606324111,8.285743640798565,8.660378142286978,9.489823333609326,6.167241342624045,5.836030632770597,4.8362229641394325,8.051673869731149,6.93141838362574,7.441871198993552,5.21105326501087,7.369804366316267,7.248183957747772,6.99862727157815,8.560489745187894,8.376714467000255,4.288544678022032,5.472465866026962,10.812037937591505,3.590403368230395,9.590869172785483,7.353231788400385,0
PAC_10728_28,8.932640751167028,14.636343918505931,13.142485662032497,12.16080645880762,13.738276588144533,13.318867190555935,10.842344911703476,10.849907058570539,11.571917181727176,12.330085152121752,9.634503065180262,13.648736689410534,11.794720220783281,13.868516760277203,12.458929560273832,12.217437600100444,10.811153589815559,10.254738239687297,12.441370320209732,10.577695822280852,4.780302651077363,7.486469605133404,8.887067677108508,3.2857577614871585,6.030996873120283,6.41785416899824,10.367335448879466,5.754498168096694,4.380964039608364,7.526856594852046,10.825773232787785,6.205013361256084,5.562151732320288,6.238479472544624,6.55831466416382,10.073974818867084,7.162362584585043,7.756442337345869,6.648696033276085,11.793239440829101,4.619797157306376,1.6579470039865782,4.4683551573131135,2.8600229310122693,1.0114816078479727,3.574064406182472,-0.9358301745164241,-3.5379801200287213,3.4068951314282208,2.138927009076117,1
PAC_60517_29,10.082244861373471,13.329914991278343,10.62554795624471,11.959294430086224,14.443502768971394,16.891675810652018,11.599023754081106,9.058327199498011,11.993774978551246,13.013918614134178,13.676325264423452,12.321234758234052,13.374181369717729,14.399090433690168,14.118459343548054,12.574386372960243,11.990953904049682,11.78197438883717,9.10272342072308,11.156050469312438,7.0324537670828695,7.05382869753643,7.823016302903631,3.083181541895135,5.628510376939598,9.54408434123591,6.40331498743478,7.503185552091345,4.215250783345429,7.106347744001263,7.137790700319663,4.53880136175685,7.614450303295825,7.6845014610480264,5.469567059505856,8.961855018538156,9.041053793615871,7.661700803780669,7.967862638100888,8.815440250066496,3.460725152016243,1.9769673701520676,5.282046956995175,3.028183523448771,-0.43486355021555245,4.094572513836673,1.6523911663887834,-0.13101442933461313,1.036245697583567,2.299932742322176,1
PAC_76234_30,5.43023483974691,8.568998409106841,6.2347144517607775,7.26660805150269,7.668057507499669,10.037291204984955,6.5792315743478476,6.656760265918763,6.060758115585852,7.839163686329807,5.947579039512376,6.544560811561366,5.074002452318575,10.667368353572446,6.9613443320769886,8.132496831127108,6.610368737463698,5.916708723650089,9.328590017236657,6.904133203314968,7.008710415454313,9.482595000629244,2.5926850907804946,6.844471718005526,6.897248003542677,3.962809112609034,7.886487813405802,7.33931041750108,3.652291911956525,5.832903530791529,2.9789882404290777,7.832856399443626,6.883512181801372,3.8689884719690397,6.445657357440495,5.7051195753191575,4.715218016563773,7.230331913803172,5.890224488036692,8.468063172694366,7.40362124515319,6.878016005175177,8.18812467005205,7.37987459707688,5.618823001223186,7.278754047376506,7.226417186860121,4.031308398435594,5.0291257806353995,7.988210724039865,0
PAC_49954_31,5.89181026769713,10.09611684071581,5.441785865797541,6.873309187456389,8.094433609934114,9.693463991327222,4.640125868349248,5.1775820314055965,9.472525504339838,7.790127765153588,8.602373931188264,8.155039731505916,6.524975548818083,8.620029165045338,6.329052510370152,7.962391130049001,7.731293736721986,4.54945118485372,5.2745833457119105,5.6542180304766125,6.621242886053874,8.417902601011628,3.563090976339303,10.799568622179693,6.017309104611173,5.824286236686219,8.681047501846082,6.310345420817917,2.7532324222470894,6.179496875519748,6.83907266054788,3.273099509128378,6.884615555930456,5.800790626582479,7.353525303719808,5.935862692217551,3.7616328772723873,6.1753422946790755,6.957764169164599,9.774686376411827,9.585573881525132,8.017465747330519,8.715657842541408,8.44111813462851,4.528580455701301,8.756920354300597,5.204152189476963,4.897763032851677,8.152128526526914,8.571684032874755,0
